qCODE_SESSION|DESCRIPTION|DESCRIPTION_ACT|DESCRIPTION_NAT|NOM_COUR|LIEU_1|LIEU_2|ARRONDISSEMENT|ADRESSE|DATE_DEB|DATE_FIN|JOUR_SEMAINE|HEURE_DEBUT|HEURE_FIN
H2015|Volley-ball libre|Volley-ball libre|Sports et de plein air|DCLVC de Beauport|Ecole Saint-Edouard|Ecole St-Edouard gymnase|Arrondissement de Beauport|15, rue Saint-Edmond, Quebec (QC) G1E 5C8 |2015-01-16|2015-04-17|Vendredi|19:00:00|21:00:00
H2015|Bain libre - Pour tous|Bain libre - Pour tous|Activites aquatiques|DCLVC des Rivieres|Centre communautaire Michel-Labadie|Centre com. Michel-Labadie \ piscine interieure|Arrondissement des Rivieres|3705, avenue Chauveau, Quebec (QC) G2C 1A3 |2015-01-03|2015-06-07|Vendredi|19:00:00|20:25:00
H2015|Bain libre - Pour tous|Bain libre - Pour tous|Activites aquatiques|DCLVC des Rivieres|Centre communautaire Michel-Labadie|Centre com. Michel-Labadie \ piscine interieure|Arrondissement des Rivieres|3705, avenue Chauveau, Quebec (QC) G2C 1A3 |2015-01-03|2015-06-07|Lundi|19:00:00|20:25:00
H2015|Bain libre - Pour tous|Bain libre - Pour tous|Activites aquatiques|DCLVC des Rivieres|Centre communautaire Michel-Labadie|Centre com. Michel-Labadie \ piscine interieure|Arrondissement des Rivieres|3705, avenue Chauveau, Quebec (QC) G2C 1A3 |2015-01-03|2015-06-07|Mardi|19:00:00|20:25:00
E2015|Bain libre - Pour tous|Bain libre - Pour tous|Activites aquatiques|DCLVC des Rivieres|Centre communautaire Michel-Labadie|Centre com. Michel-Labadie \ piscine interieure|Arrondissement des Rivieres|3705, avenue Chauveau, Quebec (QC) G2C 1A3 |2015-06-29|2015-08-14|Mercredi|12:00:00|15:55:00
E2015|Bain libre - Pour tous|Bain libre - Pour tous|Activites aquatiques|DCLVC des Rivieres|Centre communautaire Michel-Labadie|Centre com. Michel-Labadie \ piscine interieure|Arrondissement des Rivieres|3705, avenue Chauveau, Quebec (QC) G2C 1A3 |2015-06-29|2015-08-14|Jeudi|12:00:00|15:55:00
H2015|Bain libre - Pour tous - Semaine de relache|Bain libre - Pour tous - Semaine de relache|Activites aquatiques|DCLVC de La Cite-Limoilou|Centre communautaire Lucien-Borne|CC Lucien-Borne piscine 101|Arrondissement de La Cite-Limoilou|100, chemin Sainte-Foy, Quebec (QC) G1R 1T2 |2015-03-02|2015-03-06|Vendredi|13:30:00|14:55:00
P2015|Bain libre - Pour tous|Bain libre - Pour tous|Activites aquatiques|DCLVC des Rivieres|Complexe Jean-Paul-Nolin|Complexe Jean-Paul-Nolin \ piscine interieure|Arrondissement des Rivieres|340, rue Chabot, Quebec (QC) G1M 3J5 |2015-04-06|2015-06-28|Jeudi|19:00:00|20:25:00
E2015|Bain libre - Pour tous|Bain libre - Pour tous|Activites aquatiques|DCLVC des Rivieres|Complexe Jean-Paul-Nolin|Complexe Jean-Paul-Nolin \ piscine interieure|Arrondissement des Rivieres|340, rue Chabot, Quebec (QC) G1M 3J5 |2015-06-29|2015-08-14|Samedi|19:00:00|20:25:00
H2015|Bain libre - Adultes|Bain libre - Adultes|Activites aquatiques|DCLVC des Rivieres|Piscine Jos.-A.-Lachance|Piscine Jos.-A.-Lachance \ grand bassin|Arrondissement des Rivieres|2920, rue Claisse, Quebec (QC) G1P 4G7 |2015-01-01|2015-05-01|Jeudi|20:00:00|21:25:00
H2015|Bain libre - Pour tous|Bain libre - Pour tous|Activites aquatiques|DCLVC des Rivieres|Piscine Jos.-A.-Lachance|Piscine Jos.-A.-Lachance \ grand bassin|Arrondissement des Rivieres|2920, rue Claisse, Quebec (QC) G1P 4G7 |2015-01-01|2015-05-01|Dimanche|19:00:00|20:25:00
E2015|Bain libre - Aines|Bain libre - Aines|Activites aquatiques|DCLVC des Rivieres|Piscine Jos.-A.-Lachance|Piscine Jos.-A.-Lachance \ grand bassin|Arrondissement des Rivieres|2920, rue Claisse, Quebec (QC) G1P 4G7 |2015-06-16|2015-08-27|Jeudi|09:30:00|10:55:00
H2015|Taekwondo - enfant|Taekwondo (reservation)|Sports de combat|Club de taekwondo de la Capitale|Ecole primaire Anne-Hebert|1 St-Fidele grande salle|Arrondissement de La Cite-Limoilou|835, avenue Brown, Quebec (QC) G1S 4S1 |2015-01-05|2015-03-22|Samedi|10:00:00|11:15:00
P2015|Galerie d'art du Trait-Carre|Galerie d'art du Trait-Carre|Exposition|Societe artistique de Charlesbourg S.A.C.|Galerie d'art du  Trait-Carre (Maison Pierre-Lefebvre)|Maison Pierre-Lefebvre Salle R.C.|Arrondissement de Charlesbourg|7985, Le Trait-Carre Est, Quebec (QC) G1H 2Z1 |2015-06-24|2015-08-19|Samedi|10:30:00|17:30:00
P2015|Patin a roues alignees - pratique libre|Patin a roues alignees - pratique libre|Sports et de plein air|Loisirs Guillaume-Mathieu inc.|Parc Guillaume Mathieu|Parc Guillaume-Mathieu|Arrondissement de Charlesbourg|720, avenue de Gironde, Quebec (QC) G1G 3H7 |2015-05-01|2015-10-12|Dimanche|10:00:00|22:00:00
P2015|Patin a roues alignees - pratique libre|Patin a roues alignees - pratique libre|Sports et de plein air|Loisirs Guillaume-Mathieu inc.|Parc Guillaume Mathieu|Parc Guillaume-Mathieu|Arrondissement de Charlesbourg|720, avenue de Gironde, Quebec (QC) G1G 3H7 |2015-05-01|2015-10-12|Mardi|16:00:00|22:00:00
H2015|Relache scolaire|Relache scolaire|Relache|Loisirs Duberger-Les Saules inc.|Centre communautaire Les Saules|Centre communautaire Les Saules \ p. salle 152|Arrondissement des Rivieres|4120, rue De Musset, Quebec (QC) G1P 1P1 |2015-03-02|2015-03-06|Mercredi|15:30:00|18:00:00
H2015|Relache scolaire|Relache scolaire|Relache|Loisirs Duberger-Les Saules inc.|Centre communautaire Les Saules|Centre communautaire Les Saules \ gymnase simple|Arrondissement des Rivieres|4120, rue De Musset, Quebec (QC) G1P 1P1 |2015-03-02|2015-03-06|Jeudi|07:00:00|09:30:00
H2015|Relache scolaire|Relache scolaire|Relache|Loisirs Duberger-Les Saules inc.|Centre communautaire Les Saules|Centre communautaire Les Saules \ p. salle 152|Arrondissement des Rivieres|4120, rue De Musset, Quebec (QC) G1P 1P1 |2015-03-02|2015-03-06|Jeudi|07:00:00|09:30:00
H2015|Relache scolaire|Relache scolaire|Relache|Loisirs Duberger-Les Saules inc.|Centre communautaire Les Saules|Centre communautaire Les Saules \ p. salle 252|Arrondissement des Rivieres|4120, rue De Musset, Quebec (QC) G1P 1P1 |2015-03-02|2015-03-06|Vendredi|07:00:00|18:00:00
H2015|Relache scolaire|Relache scolaire|Relache|Loisirs Duberger-Les Saules inc.|Centre communautaire Les Saules|Centre communautaire Les Saules \ gr. salle E102|Arrondissement des Rivieres|4120, rue De Musset, Quebec (QC) G1P 1P1 |2015-03-02|2015-03-06|Mercredi|07:00:00|09:30:00
H2015|Hockey interieur - Groupe communautaire|Hockey interieur - Groupe communautaire|Sports et de plein air|Loisirs Lebourgneuf inc.|Ecole primaire Les Pres-Verts|Ecole primaire Les Pres-Verts \ gymnase simple|Arrondissement des Rivieres|1680, boulevard La Morille, Quebec (QC) G2K 1R3 |2015-01-15|2015-04-02|Jeudi|18:00:00|19:30:00
P2015|Hockey interieur - Groupe communautaire|Hockey interieur - Groupe communautaire|Sports et de plein air|Loisirs Lebourgneuf inc.|Ecole primaire Les Pres-Verts|Ecole primaire Les Pres-Verts \ gymnase simple|Arrondissement des Rivieres|1680, boulevard La Morille, Quebec (QC) G2K 1R3 |2015-04-23|2015-05-28|Jeudi|19:30:00|21:00:00
P2015|Velo de montagne - Debutant a avance|Velo de montagne|Sports et de plein air|Club de velo de montagne Sport Olympe|Arena Rejean-Lemelin|Arena Rejean-Lemelin Salle polyvalente|Arrondissement de Charlesbourg|1300, rue Pompadour, Quebec (QC) G2L 2A9 |2015-05-03|2015-08-25|Mercredi|18:30:00|20:00:00
H2015|Activites variees|Club de l'age d'or - Activites variees|Loisirs recreatifs|Club de l'age d'or de Duberger inc.|Centre communautaire Duberger|Centre communautaire Duberger \ grande salle 113|Arrondissement des Rivieres|2341, rue de la Riviere-du-Berger, Quebec (QC) G1P 3N6 |2015-01-08|2015-05-09|Mercredi|12:30:00|16:00:00
H2015|Ceramique, classes ouvertes|Ceramique - classes ouvertes|Metiers d'art|Centre de ceramique de Sainte-Foy|Centre de ceramique de Sainte-Foy|Centre de ceramique salle SS102|Arrondissement Sainte-Foy-Sillery-Cap-Rouge|2130, rue de la Somme, Quebec (QC) G1V 2C5 |2015-01-08|2015-01-10|Samedi|13:00:00|15:00:00
H2015|Hockey sur glace|Hockey sur glace|Sports de glace|Loisirs et Sports Neufchatel inc.|Parc de l'Apprenti-Sage|Parc-ecole Apprenti-Sage \ surface glacee|Arrondissement des Rivieres|2200, rue Coursol, Quebec (QC) G2B 4Y4 |2015-01-01|2015-03-08|Samedi|10:00:00|22:00:00
H2015|Hockey sur glace|Hockey sur glace|Sports de glace|Loisirs et Sports Neufchatel inc.|Parc de l'Apprenti-Sage|Parc-ecole Apprenti-Sage \ patinoire exterieure|Arrondissement des Rivieres|2200, rue Coursol, Quebec (QC) G2B 4Y4 |2015-01-01|2015-03-08|Lundi|18:00:00|22:00:00
H2015|Hockey sur glace - Libre|Hockey sur glace|Sports de glace|Loisirs Vanier|Parc Victorin-Beaucage|Parc Victorin-Beaucage \ patinoire exterieure|Arrondissement des Rivieres|380, rue Beaucage, Quebec (QC) G1M 1H8 |2014-12-08|2015-03-16|Mardi|16:00:00|22:00:00
H2015|Patinage libre|Patinage libre|Sports de glace|Loisirs Vanier|Parc Victorin-Beaucage|Parc Victorin-Beaucage \ surface glacee|Arrondissement des Rivieres|380, rue Beaucage, Quebec (QC) G1M 1H8 |2014-12-08|2015-03-16|Mercredi|16:00:00|22:00:00
H2015|Patinage libre|Patinage libre|Sports de glace|Loisirs Vanier|Parc Victorin-Beaucage|Parc Victorin-Beaucage \ surface glacee|Arrondissement des Rivieres|380, rue Beaucage, Quebec (QC) G1M 1H8 |2014-12-08|2015-03-16|Dimanche|10:00:00|22:00:00
H2015|Patinage libre - Ajout - Semaine de relache|Patinage libre|Sports de glace|Loisirs Vanier|Parc Victorin-Beaucage|Parc Victorin-Beaucage \ surface glacee|Arrondissement des Rivieres|380, rue Beaucage, Quebec (QC) G1M 1H8 |2015-03-02|2015-03-06|Vendredi|10:00:00|22:00:00
H2015|Tissage|Tricot, broderie, tissage, frivolite|Artisanat|Cercle de Fermieres Saint-Monique Les Saules (Le)|Eglise Sainte-Monique|Eglise Sainte-Monique \ petite salle sous-sol|Arrondissement des Rivieres|2960, boulevard Masson, Quebec (QC) G1P 1J6 |2015-01-03|2015-08-31|Mercredi|08:30:00|22:00:00
H2015|Activites variees|Club de l'age d'or - Activites variees|Loisirs recreatifs|Club l'age d'or Saint-Andre de Neufchatel inc.|Eglise Saint-Andre|Eglise Saint-Andre \ grande salle sous-sol|Arrondissement des Rivieres|10680, boulevard Savard, Quebec (QC) G2B 2N9 |2015-01-07|2015-05-13|Mercredi|13:30:00|16:30:00
H2015|Patinage libre - Ajout - Temps des fetes|Patinage libre|Sports de glace|Loisirs Vanier|Parc Louis-Latulippe|Parc Louis-Latulippe \ surface glacee|Arrondissement des Rivieres|620, avenue Plante, Quebec (QC) G1M 3R5 |2014-12-22|2015-01-05|Mardi|10:00:00|22:00:00
H2015|Hockey sur glace - Ajout - Temps des fetes|Hockey sur glace|Sports de glace|Loisirs Vanier|Parc Louis-Latulippe|Parc Louis-Latulippe \ patinoire exterieure|Arrondissement des Rivieres|620, avenue Plante, Quebec (QC) G1M 3R5 |2014-12-22|2015-01-05|Dimanche|10:00:00|22:00:00
H2015|Cafe rencontre 18 ans + femmes|Centre ressources pour femmes|Programme d'aide|Centre ressources pour femmes de Beauport (CRFB)|Centre Ressources Femmes de Beauport|Centre Ressources Femmes de Beauport|Arrondissement de Beauport|705, avenue Royale, Quebec (QC) G1E 1Z1 |2015-01-26|2015-04-28|Lundi|13:30:00|15:45:00
H2015|Taekwondo - enfant|Taekwondo (reservation)|Sports de combat|Club de taekwondo de la Capitale|Ecole primaire Anne-Hebert|Ecole Anne-Hebert gymnase|Arrondissement de La Cite-Limoilou|835, avenue Brown, Quebec (QC) G1S 4S1 |2015-01-05|2015-03-22|Samedi|11:30:00|13:15:00
P2015|Galerie d'art du Trait-Carre|Galerie d'art du Trait-Carre|Exposition|Societe artistique de Charlesbourg S.A.C.|Galerie d'art du  Trait-Carre (Maison Pierre-Lefebvre)|Maison Pierre-Lefebvre Salle R.C.|Arrondissement de Charlesbourg|7985, Le Trait-Carre Est, Quebec (QC) G1H 2Z1 |2015-06-24|2015-08-19|Dimanche|10:30:00|17:30:00
P2015|Collectifs|Collectifs|Exposition|Societe artistique de Charlesbourg S.A.C.|Galerie d'art du  Trait-Carre (Maison Pierre-Lefebvre)|Maison Pierre-Lefevbre - Etage|Arrondissement de Charlesbourg|7985, Le Trait-Carre Est, Quebec (QC) G1H 2Z1 |2015-04-12|2015-05-24|Vendredi|19:00:00|21:00:00
P2015|Collectifs|Collectifs|Exposition|Societe artistique de Charlesbourg S.A.C.|Galerie d'art du  Trait-Carre (Maison Pierre-Lefebvre)|Maison Pierre-Lefebvre Salle R.C.|Arrondissement de Charlesbourg|7985, Le Trait-Carre Est, Quebec (QC) G1H 2Z1 |2015-04-12|2015-05-24|Jeudi|19:00:00|21:00:00
P2015|Patin a roues alignees - pratique libre|Patin a roues alignees - pratique libre|Sports et de plein air|Loisirs Guillaume-Mathieu inc.|Parc Guillaume Mathieu|Parc Guillaume-Mathieu|Arrondissement de Charlesbourg|720, avenue de Gironde, Quebec (QC) G1G 3H7 |2015-05-01|2015-10-12|Jeudi|16:00:00|22:00:00
P2015|Patin a roues alignees - pratique libre|Patin a roues alignees - pratique libre|Sports et de plein air|Loisirs Guillaume-Mathieu inc.|Parc Guillaume Mathieu|Parc Guillaume-Mathieu|Arrondissement de Charlesbourg|720, avenue de Gironde, Quebec (QC) G1G 3H7 |2015-05-01|2015-10-12|Samedi|10:00:00|22:00:00
H2015|Bureautique II|Bureautique|Loisir educatif|Centre R.I.R.E. 2000|Complexe Place Jacques-Cartier|CP Jacques-Cartier salle 01|Arrondissement de La Cite-Limoilou|SS-066-320, rue Saint-Joseph Est Est, Quebec (QC) G1K 8G5 |2015-03-02|2015-03-27|Mercredi|08:45:00|16:00:00
H2015|Gestion de sites Web et medias sociaux|Gestion de site web|Loisir educatif|Centre R.I.R.E. 2000|Complexe Place Jacques-Cartier|CP Jacques-Cartier salle 01|Arrondissement de La Cite-Limoilou|SS-066-320, rue Saint-Joseph Est Est, Quebec (QC) G1K 8G5 |2015-01-26|2015-02-20|Jeudi|08:45:00|16:00:00
H2015|Comptabilite informatisee|Comptabilite informatisee|Loisir educatif|Centre R.I.R.E. 2000|Complexe Place Jacques-Cartier|CP Jacques-Cartier salle 01|Arrondissement de La Cite-Limoilou|SS-066-320, rue Saint-Joseph Est Est, Quebec (QC) G1K 8G5 |2015-03-02|2015-03-27|Lundi|08:45:00|16:00:00
P2015|Bureautique 1|Informatique|Loisir educatif|Centre R.I.R.E. 2000|Complexe Place Jacques-Cartier|CP Jacques-Cartier salle 01|Arrondissement de La Cite-Limoilou|SS-066-320, rue Saint-Joseph Est Est, Quebec (QC) G1K 8G5 |2015-04-07|2015-05-15|Mercredi|08:45:00|16:00:00
P2015|Sites Web et medias sociaux en entreprise|Informatique|Loisir educatif|Centre R.I.R.E. 2000|Complexe Place Jacques-Cartier|CP Jacques-Cartier salle 01|Arrondissement de La Cite-Limoilou|SS-066-320, rue Saint-Joseph Est Est, Quebec (QC) G1K 8G5 |2015-04-07|2015-05-01|Vendredi|08:45:00|16:00:00
P2015|Comptabilite Acomba et Simple comptable|Informatique|Loisir educatif|Centre R.I.R.E. 2000|Complexe Place Jacques-Cartier|CP Jacques-Cartier salle 01|Arrondissement de La Cite-Limoilou|SS-066-320, rue Saint-Joseph Est Est, Quebec (QC) G1K 8G5 |2015-04-07|2015-05-01|Jeudi|08:45:00|16:00:00
P2015|Comptabilite Acomba et Simple comptable|Informatique|Loisir educatif|Centre R.I.R.E. 2000|Complexe Place Jacques-Cartier|CP Jacques-Cartier salle 01|Arrondissement de La Cite-Limoilou|SS-066-320, rue Saint-Joseph Est Est, Quebec (QC) G1K 8G5 |2015-04-07|2015-05-01|Mardi|08:45:00|16:00:00
E2015|Comptabilite Acomba et Simple comptable|Informatique|Loisir educatif|Centre R.I.R.E. 2000|Complexe Place Jacques-Cartier|CP Jacques-Cartier salle 01|Arrondissement de La Cite-Limoilou|SS-066-320, rue Saint-Joseph Est Est, Quebec (QC) G1K 8G5 |2015-07-13|2015-08-07|Mardi|08:45:00|16:00:00
P2015|Cours de francais oral - intermediaire/avance|Langue francaise|Loisir educatif|Centre R.I.R.E. 2000|Complexe Place Jacques-Cartier|CP Jacques-Cartier salle 01|Arrondissement de La Cite-Limoilou|SS-066-320, rue Saint-Joseph Est Est, Quebec (QC) G1K 8G5 |2015-04-07|2015-06-17|Mardi|18:00:00|21:00:00
P2015|Basketball|Basketball|Sports et de plein air|Loisirs Du Jardin inc.|Parc Chabot|Parc Chabot|Arrondissement de Charlesbourg|1641, Avenue de Colmar, Quebec (QC) G1G 2C3 |2015-05-01|2015-08-31|Samedi|10:00:00|23:00:00
P2015|Volleyball de plage - pratique libre|Volleyball de plage - pratique libre|Sports et de plein air|Loisirs Bourassa inc. (Les)|Parc St-Jerome|Parc St-Jerome|Arrondissement de Charlesbourg|585, 64e Rue Est, Quebec (QC) G1H 1Y1 |2015-06-15|2015-08-30|Lundi|18:00:00|23:00:00
H2015|Activites sociales|Activites sociales|Loisirs recreatifs|Centre Social de la Croix Blanche|Centre social Croix blanche|Centre Social Croix Blanche salle 2|Arrondissement de La Cite-Limoilou|960, avenue Dessane, Quebec (QC) G1S 3J9 |2015-01-06|2015-05-29|Mardi|19:00:00|23:00:00
H2015|Activites sociales|Activites sociales|Loisirs recreatifs|Centre Social de la Croix Blanche|Centre social Croix blanche|Centre Social Croix Blanche salle 2|Arrondissement de La Cite-Limoilou|960, avenue Dessane, Quebec (QC) G1S 3J9 |2015-01-06|2015-05-29|Vendredi|13:30:00|17:00:00
H2015|Visites touristiques|Visites de musees et d'attraits touristiques|Evenement special|Centre Social de la Croix Blanche|Centre social Croix blanche|Centre Social Croix Blanche|Arrondissement de La Cite-Limoilou|960, avenue Dessane, Quebec (QC) G1S 3J9 |2015-01-04|2015-05-24|Dimanche|14:00:00|16:00:00
P2015|Club de marche|Club de marche (soir)|Activites Physiques|Loisirs Du Jardin inc.|Pavillon du Jardin|Pavillon du Jardin - Salle Louisette Lachance|Arrondissement de Charlesbourg|5295, rue des Violettes, Quebec (QC) G1G 5L5 |2015-05-04|2015-06-12|Mardi|08:30:00|09:30:00
P2015|Velo de montagne - Debutant a avance|Velo de montagne|Sports et de plein air|Club de velo de montagne Sport Olympe|Arena Rejean-Lemelin|Arena Rejean-Lemelin Salle polyvalente|Arrondissement de Charlesbourg|1300, rue Pompadour, Quebec (QC) G2L 2A9 |2015-05-03|2015-08-25|Mardi|18:30:00|20:00:00
P2015|Ceramique, classes ouvertes|Ceramique - classes ouvertes|Metiers d'art|Centre de ceramique de Sainte-Foy|Centre de ceramique de Sainte-Foy|Centre de ceramique salle SS102|Arrondissement Sainte-Foy-Sillery-Cap-Rouge|2130, rue de la Somme, Quebec (QC) G1V 2C5 |2015-04-11|2015-04-12|Samedi|13:00:00|15:00:00
P2015|Ceramique, classes ouvertes|Ceramique - classes ouvertes|Metiers d'art|Centre de ceramique de Sainte-Foy|Centre de ceramique de Sainte-Foy|Centre de ceramique salle SS102|Arrondissement Sainte-Foy-Sillery-Cap-Rouge|2130, rue de la Somme, Quebec (QC) G1V 2C5 |2015-04-11|2015-04-12|Dimanche|13:00:00|15:00:00
H2015|Volley-ball / pratique organisee|Volleyball - Reservation saisonniere|Sports et de plein air|Loisirs Montcalm inc (Les)|Ecole Joseph-Francois-Perrault|CC Lucien-Borne gymnase simple A|Arrondissement de La Cite-Limoilou|140, chemin Sainte-Foy, Quebec (QC) G1R 1T2 |2015-01-07|2015-05-27|Mercredi|18:45:00|20:15:00
H2015|Momes et compagnie|Momes et compagnie|Loisirs recreatifs|Corporation des loisirs Sainte-Ursule Inc.|Centre de loisirs Sainte-Ursule|Salle 106 centre de loisirs Ste-Ursule|Arrondissement Sainte-Foy-Sillery-Cap-Rouge|3224, rue Armand-Hamelin, Quebec (QC) G1W 2W7 |2015-01-20|2015-06-16|Mardi|09:00:00|11:30:00
E2015|Evenement special - Fete nationale|Evenement special|Evenement special|Loisirs et Sports Neufchatel inc.|Centre communautaire Charles-Auguste-Savard|Parc Saint-Andre \ patinoire exterieure 4 saisons|Arrondissement des Rivieres|2155, boulevard Bastien, Quebec (QC) G2B 1B8 |2015-06-24|2015-06-24|Mercredi|08:00:00|23:59:00
E2015|Evenement special - Festi-Parc|Evenement special|Evenement special|Loisirs et Sports Neufchatel inc.|Centre communautaire Charles-Auguste-Savard|Ecole primaire de l'Escabelle A \ gymnase simple|Arrondissement des Rivieres|2155, boulevard Bastien, Quebec (QC) G2B 1B8 |2015-08-13|2015-08-16|Jeudi|18:00:00|23:59:00
E2015|Evenement special - Festi-Parc|Evenement special|Evenement special|Loisirs et Sports Neufchatel inc.|Centre communautaire Charles-Auguste-Savard|Centre comm. C.-A.-Savard \ p. salle SS-105|Arrondissement des Rivieres|2155, boulevard Bastien, Quebec (QC) G2B 1B8 |2015-08-13|2015-08-16|Vendredi|18:00:00|23:59:00
E2015|Evenement special - Festi-Parc|Evenement special|Evenement special|Loisirs et Sports Neufchatel inc.|Centre communautaire Charles-Auguste-Savard|Centre comm. C.-A.-Savard \ p. salle SS-102-1|Arrondissement des Rivieres|2155, boulevard Bastien, Quebec (QC) G2B 1B8 |2015-08-13|2015-08-16|Samedi|08:00:00|23:59:00
E2015|Evenement special - Festi-Parc|Evenement special|Evenement special|Loisirs et Sports Neufchatel inc.|Centre communautaire Charles-Auguste-Savard|Centre comm. C.-A.-Savard \ gymnase simple SS109-2-3-4|Arrondissement des Rivieres|2155, boulevard Bastien, Quebec (QC) G2B 1B8 |2015-08-13|2015-08-16|Dimanche|08:00:00|23:59:00
E2015|Evenement special - Festi-Parc|Evenement special|Evenement special|Loisirs et Sports Neufchatel inc.|Centre communautaire Charles-Auguste-Savard|Parc Saint-Andre \ patinoire exterieure 4 saisons|Arrondissement des Rivieres|2155, boulevard Bastien, Quebec (QC) G2B 1B8 |2015-08-13|2015-08-16|Jeudi|18:00:00|23:59:00
P2015|Volley-ball - Groupe communautaire|Volley-ball - Groupe communautaire|Sports et de plein air|Loisirs et Sports Neufchatel inc.|Centre communautaire Charles-Auguste-Savard|Centre comm. C.-A.-Savard \ gymnase simple SS109-2-3-4|Arrondissement des Rivieres|2155, boulevard Bastien, Quebec (QC) G2B 1B8 |2015-05-01|2015-07-17|Vendredi|20:00:00|22:00:00
