qCODE_SESSION|DESCRIPTION|DESCRIPTION_ACT|DESCRIPTION_NAT|NOM_COUR|LIEU_1|LIEU_2|ARRONDISSEMENT|ADRESSE|DATE_DEB|DATE_FIN|JOUR_SEMAINE|HEURE_DEBUT|HEURE_FIN
E2015|Tournoi soccer-Festival Tanguay|Evenement special|Evenement special|Club de soccer des Rivieres de Quebec|Complexe de soccer Chauveau|Parc Prevert \ terrain de soccer junior Nord|Arrondissement des Rivieres|7200, boulevard de l'Ormiere, Quebec (QC) G2C 1C1 |2015-07-31|2015-08-02|Samedi|08:00:00|19:00:00
E2015|Tournoi soccer-Festival Tanguay|Evenement special|Evenement special|Club de soccer des Rivieres de Quebec|Complexe de soccer Chauveau|Parc de la Camaradiere \ terrain de soccer senior Ouest (St-Jacques)|Arrondissement des Rivieres|7200, boulevard de l'Ormiere, Quebec (QC) G2C 1C1 |2015-07-31|2015-08-02|Dimanche|08:00:00|17:00:00
E2015|Tournoi soccer-Festival Tanguay|Evenement special|Evenement special|Club de soccer des Rivieres de Quebec|Complexe de soccer Chauveau|Parc Chauveau \ terrain soccer junior (sud)|Arrondissement des Rivieres|7200, boulevard de l'Ormiere, Quebec (QC) G2C 1C1 |2015-07-31|2015-08-02|Dimanche|08:00:00|17:00:00
E2015|Tournoi soccer-Festival Tanguay|Evenement special|Evenement special|Club de soccer des Rivieres de Quebec|Complexe de soccer Chauveau|Parc de la Camaradiere \ terrain de soccer senior Est (boise)|Arrondissement des Rivieres|7200, boulevard de l'Ormiere, Quebec (QC) G2C 1C1 |2015-07-31|2015-08-02|Vendredi|13:00:00|19:00:00
E2015|Tournoi soccer-Festival Tanguay|Evenement special|Evenement special|Club de soccer des Rivieres de Quebec|Complexe de soccer Chauveau|Parc des Brumes \ terrain de soccer junior|Arrondissement des Rivieres|7200, boulevard de l'Ormiere, Quebec (QC) G2C 1C1 |2015-07-31|2015-08-02|Vendredi|17:00:00|19:00:00
H2015|Patinage aines et prescolaire|Patinage libre|Sports de glace|DCLVC de Beauport|Centre sportif Marc-Simoneau|Arena Giffard patinoire avec glace 1|Arrondissement de Beauport|3500, rue Cambronne, Quebec (QC) G1E 6V1 |2015-01-07|2015-03-25|Mercredi|13:00:00|14:20:00
H2015|Hockey sur glace|Hockey sur glace|Sports de glace|Loisirs et Sports Neufchatel inc.|Parc Saint-Andre|Parc Saint-Andre \ sentier glace|Arrondissement des Rivieres|2155, boulevard Bastien, Quebec (QC) G2B 1B8 |2015-01-01|2015-03-08|Mardi|16:00:00|22:00:00
H2015|Hockey sur glace|Hockey sur glace|Sports de glace|Loisirs et Sports Neufchatel inc.|Parc Saint-Andre|Parc Saint-Andre \ sentier glace|Arrondissement des Rivieres|2155, boulevard Bastien, Quebec (QC) G2B 1B8 |2015-01-01|2015-03-08|Jeudi|16:00:00|22:00:00
H2015|Hockey sur glace|Hockey sur glace|Sports de glace|Loisirs et Sports Neufchatel inc.|Parc Saint-Andre|Parc Saint-Andre \ sentier glace|Arrondissement des Rivieres|2155, boulevard Bastien, Quebec (QC) G2B 1B8 |2015-01-01|2015-03-08|Vendredi|16:00:00|22:00:00
P2015|Exposium de peinture|Exposium de peinture|Exposition|Societe artistique de Charlesbourg S.A.C.|Carrefour Charlesbourg|Carrefour Charlesbourg|Arrondissement de Charlesbourg|8500, boulevard Henri-Bourassa, Quebec (QC) G1G 5X1 |2015-04-17|2015-04-19|Dimanche|10:00:00|17:00:00
P2015|Bingo|Bingo|Loisirs recreatifs|Corporation de loisirs secteur N.D.L.|Bingo Jean-Talon|Bingo Jean-Talon|Arrondissement de Charlesbourg|1750, rue du Perigord, Quebec (QC) G1G 5X3 |2015-04-01|2015-12-31|Vendredi|18:45:00|23:00:00
P2015|Bingo|Bingo|Loisirs recreatifs|Corporation de loisirs secteur N.D.L.|Bingo Jean-Talon|Bingo Jean-Talon|Arrondissement de Charlesbourg|1750, rue du Perigord, Quebec (QC) G1G 5X3 |2015-04-01|2015-12-31|Dimanche|18:45:00|23:00:00
P2015|Bingo|Bingo|Loisirs recreatifs|Loisirs de Saint-Rodrigue inc.|Bingo Centre-Bourg|Salle de Bingo Centre-Bourg|Arrondissement de Charlesbourg|1885, chemin de la Canardiere, Quebec (QC) G1J 2E5 |2015-04-01|2015-12-31|Vendredi|18:45:00|22:00:00
E2015|Bain libre - Pour tous|Bain libre - Pour tous|Activites aquatiques|DCLVC des Rivieres|Piscine Jos.-A.-Lachance|Piscine Jos.-A.-Lachance \ grand bassin|Arrondissement des Rivieres|2920, rue Claisse, Quebec (QC) G1P 4G7 |2015-06-29|2015-08-23|Mercredi|19:00:00|20:25:00
H2015|Taekwondo - enfant|Taekwondo (reservation)|Sports de combat|Club de taekwondo de la Capitale|Ecole primaire Anne-Hebert|Ecole Anne-Hebert gymnase|Arrondissement de La Cite-Limoilou|835, avenue Brown, Quebec (QC) G1S 4S1 |2015-01-05|2015-03-22|Samedi|09:00:00|10:15:00
H2015|Taekwondo - enfant|Taekwondo (reservation)|Sports de combat|Club de taekwondo de la Capitale|Ecole primaire Anne-Hebert|1 St-Fidele grande salle|Arrondissement de La Cite-Limoilou|835, avenue Brown, Quebec (QC) G1S 4S1 |2015-01-05|2015-03-22|Samedi|11:15:00|12:15:00
P2015|Basketball - pratique libre|Basketball - pratique libre|Sports et de plein air|Loisirs Guillaume-Mathieu inc.|Parc Guillaume Mathieu|Parc Guillaume-Mathieu|Arrondissement de Charlesbourg|720, avenue de Gironde, Quebec (QC) G1G 3H7 |2015-05-01|2015-10-12|Vendredi|16:00:00|22:00:00
H2015|Hockey interieur - Groupe communautaire|Hockey interieur - Groupe communautaire|Sports et de plein air|Loisirs Lebourgneuf inc.|Ecole primaire Les Pres-Verts|Ecole primaire Les Pres-Verts \ gymnase simple|Arrondissement des Rivieres|1680, boulevard La Morille, Quebec (QC) G2K 1R3 |2015-01-15|2015-04-02|Jeudi|19:30:00|21:00:00
P2015|Club de marche|Club de marche (soir)|Activites Physiques|Loisirs Du Jardin inc.|Pavillon du Jardin|Pavillon du Jardin - Salle Louisette Lachance|Arrondissement de Charlesbourg|5295, rue des Violettes, Quebec (QC) G1G 5L5 |2015-05-04|2015-06-12|Lundi|08:30:00|09:30:00
E2015|Camp de jour|Camp de jour|Camp specialise|Jeunes Handicapes de Charlesbourg (Les)|Ecole Joseph-Paquin|Ecole Joseph-Paquin - Gymnase|Arrondissement de Charlesbourg|465, 64e Rue Est, Quebec (QC) G1H 1Y1 |2015-06-22|2015-08-10|Vendredi|08:30:00|16:30:00
H2015|Hockey sur glace|Hockey sur glace|Sports de glace|Loisirs et Sports Neufchatel inc.|Parc de l'Apprenti-Sage|Parc-ecole Apprenti-Sage \ patinoire exterieure|Arrondissement des Rivieres|2200, rue Coursol, Quebec (QC) G2B 4Y4 |2015-01-01|2015-03-08|Mardi|18:00:00|22:00:00
H2015|Hockey sur glace|Hockey sur glace|Sports de glace|Loisirs et Sports Neufchatel inc.|Parc de l'Apprenti-Sage|Parc-ecole Apprenti-Sage \ surface glacee|Arrondissement des Rivieres|2200, rue Coursol, Quebec (QC) G2B 4Y4 |2015-01-01|2015-03-08|Mardi|18:00:00|22:00:00
H2015|Hockey sur glace|Hockey sur glace|Sports de glace|Loisirs et Sports Neufchatel inc.|Parc de l'Apprenti-Sage|Parc-ecole Apprenti-Sage \ surface glacee|Arrondissement des Rivieres|2200, rue Coursol, Quebec (QC) G2B 4Y4 |2015-01-01|2015-03-08|Jeudi|18:00:00|22:00:00
H2015|Hockey sur glace|Hockey sur glace|Sports de glace|Loisirs et Sports Neufchatel inc.|Parc de l'Apprenti-Sage|Parc-ecole Apprenti-Sage \ patinoire exterieure|Arrondissement des Rivieres|2200, rue Coursol, Quebec (QC) G2B 4Y4 |2015-01-01|2015-03-08|Jeudi|18:00:00|22:00:00
H2015|Hockey sur glace - Ajout - Temps des fetes|Hockey sur glace|Sports de glace|Loisirs Vanier|Parc Victorin-Beaucage|Parc Victorin-Beaucage \ patinoire exterieure|Arrondissement des Rivieres|380, rue Beaucage, Quebec (QC) G1M 1H8 |2014-12-22|2015-01-05|Lundi|10:00:00|22:00:00
H2015|Hockey sur glace - Ajout - Semaine de relache|Hockey sur glace|Sports de glace|Loisirs Vanier|Parc Victorin-Beaucage|Parc Victorin-Beaucage \ patinoire exterieure|Arrondissement des Rivieres|380, rue Beaucage, Quebec (QC) G1M 1H8 |2015-03-02|2015-03-06|Mercredi|10:00:00|22:00:00
H2015|Patinage libre - Ajout - Temps des fetes|Patinage libre|Sports de glace|Loisirs Vanier|Parc Victorin-Beaucage|Parc Victorin-Beaucage \ surface glacee|Arrondissement des Rivieres|380, rue Beaucage, Quebec (QC) G1M 1H8 |2014-12-22|2015-01-05|Mardi|10:00:00|22:00:00
H2015|Tissage|Tricot, broderie, tissage, frivolite|Artisanat|Cercle de Fermieres Saint-Monique Les Saules (Le)|Eglise Sainte-Monique|Eglise Sainte-Monique \ petite salle sous-sol|Arrondissement des Rivieres|2960, boulevard Masson, Quebec (QC) G1P 1J6 |2015-01-03|2015-08-31|Lundi|08:30:00|22:00:00
H2015|Dessin assiste par ordinateur (D.A.O.)|Dessin assiste par ordinateur|Arts visuels|Centre R.I.R.E. 2000|Complexe Place Jacques-Cartier|CP Jacques-Cartier salle 01|Arrondissement de La Cite-Limoilou|SS-066-320, rue Saint-Joseph Est Est, Quebec (QC) G1K 8G5 |2015-01-19|2015-03-13|Lundi|08:45:00|16:00:00
H2015|Bureautique I|Bureautique|Loisir educatif|Centre R.I.R.E. 2000|Complexe Place Jacques-Cartier|CP Jacques-Cartier salle 01|Arrondissement de La Cite-Limoilou|SS-066-320, rue Saint-Joseph Est Est, Quebec (QC) G1K 8G5 |2015-01-19|2015-02-27|Lundi|08:45:00|16:00:00
H2015|Bureautique II|Bureautique|Loisir educatif|Centre R.I.R.E. 2000|Complexe Place Jacques-Cartier|CP Jacques-Cartier salle 01|Arrondissement de La Cite-Limoilou|SS-066-320, rue Saint-Joseph Est Est, Quebec (QC) G1K 8G5 |2015-03-02|2015-03-27|Lundi|08:45:00|16:00:00
P2015|Bureautique 1|Informatique|Loisir educatif|Centre R.I.R.E. 2000|Complexe Place Jacques-Cartier|CP Jacques-Cartier salle 01|Arrondissement de La Cite-Limoilou|SS-066-320, rue Saint-Joseph Est Est, Quebec (QC) G1K 8G5 |2015-04-07|2015-05-15|Lundi|08:45:00|16:00:00
E2015|Bureautique I et  II|Informatique|Loisir educatif|Centre R.I.R.E. 2000|Complexe Place Jacques-Cartier|CP Jacques-Cartier salle 01|Arrondissement de La Cite-Limoilou|SS-066-320, rue Saint-Joseph Est Est, Quebec (QC) G1K 8G5 |2015-07-06|2015-08-28|Jeudi|08:45:00|16:00:00
P2015|Cours de francais ecrit - intermediaire/avance|Langue francaise|Loisir educatif|Centre R.I.R.E. 2000|Complexe Place Jacques-Cartier|CP Jacques-Cartier salle 01|Arrondissement de La Cite-Limoilou|SS-066-320, rue Saint-Joseph Est Est, Quebec (QC) G1K 8G5 |2015-04-07|2015-06-17|Mercredi|18:00:00|21:00:00
P2015|Volleyball de plage - pratique libre|Volleyball de plage - pratique libre|Sports et de plein air|Loisirs Bourassa inc. (Les)|Parc St-Jerome|Parc St-Jerome|Arrondissement de Charlesbourg|585, 64e Rue Est, Quebec (QC) G1H 1Y1 |2015-06-15|2015-08-30|Mardi|18:00:00|23:00:00
P2015|Volleyball de plage - pratique libre|Volleyball de plage - pratique libre|Sports et de plein air|Loisirs Bourassa inc. (Les)|Parc St-Jerome|Parc St-Jerome|Arrondissement de Charlesbourg|585, 64e Rue Est, Quebec (QC) G1H 1Y1 |2015-06-15|2015-08-30|Mercredi|18:00:00|23:00:00
P2015|Volleyball de plage - pratique libre|Volleyball de plage - pratique libre|Sports et de plein air|Loisirs Bourassa inc. (Les)|Parc St-Jerome|Parc St-Jerome|Arrondissement de Charlesbourg|585, 64e Rue Est, Quebec (QC) G1H 1Y1 |2015-06-15|2015-08-30|Samedi|09:00:00|23:00:00
P2015|Maison des jeunes Neufchatel|Maison des jeunes Neufchatel|Loisirs jeunesse|Maison des jeunes de St-Andre de Neufchatel (La)|Pavillon de service Saint-Andre|Pav. de service Saint-Andre \ salle rez-de-chaussee|Arrondissement des Rivieres|2125, boulevard Bastien, Quebec (QC) G2B 1B8 |2015-04-01|2015-06-30|Vendredi|17:00:00|23:00:00
H2015|Activites sociales|Activites sociales|Loisirs recreatifs|Centre Social de la Croix Blanche|Centre social Croix blanche|Centre Social Croix Blanche salle 2|Arrondissement de La Cite-Limoilou|960, avenue Dessane, Quebec (QC) G1S 3J9 |2015-01-06|2015-05-29|Mardi|13:30:00|17:00:00
H2015|Peinture acrylique|Peinture acrylique|Arts visuels|Centre Social de la Croix Blanche|Centre social Croix blanche|Centre Social Croix Blanche salle 3|Arrondissement de La Cite-Limoilou|960, avenue Dessane, Quebec (QC) G1S 3J9 |2015-01-08|2015-04-30|Jeudi|14:00:00|16:00:00
H2015|Activites variees|Club de l'age d'or - Activites variees|Loisirs recreatifs|Club l'age d'or Saint-Andre de Neufchatel inc.|Eglise Saint-Andre|Eglise Saint-Andre \ grande salle sous-sol|Arrondissement des Rivieres|10680, boulevard Savard, Quebec (QC) G2B 2N9 |2015-01-07|2015-05-13|Mercredi|19:00:00|21:30:00
H2015|Hockey sur glace|Hockey sur glace|Sports de glace|Loisirs et Sports Neufchatel inc.|Parc des Brumes|Parc des Brumes \ surface glacee|Arrondissement des Rivieres|6920, rue des Brumes, Quebec (QC) G2C 2A6 |2015-01-01|2015-03-08|Samedi|12:00:00|22:00:00
H2015|Hockey sur glace|Hockey sur glace|Sports de glace|Loisirs et Sports Neufchatel inc.|Parc des Brumes|Parc des Brumes \ patinoire exterieure|Arrondissement des Rivieres|6920, rue des Brumes, Quebec (QC) G2C 2A6 |2015-01-01|2015-03-08|Samedi|12:00:00|22:00:00
H2015|Hockey sur glace|Hockey sur glace|Sports de glace|Loisirs et Sports Neufchatel inc.|Parc des Brumes|Parc des Brumes \ surface glacee|Arrondissement des Rivieres|6920, rue des Brumes, Quebec (QC) G2C 2A6 |2015-01-01|2015-03-08|Mardi|16:00:00|22:00:00
H2015|Hockey sur glace|Hockey sur glace|Sports de glace|Loisirs et Sports Neufchatel inc.|Parc des Brumes|Parc des Brumes \ surface glacee|Arrondissement des Rivieres|6920, rue des Brumes, Quebec (QC) G2C 2A6 |2015-01-01|2015-03-08|Lundi|16:00:00|22:00:00
H2015|Hockey sur glace - Ajout - Semaine de relache|Hockey sur glace|Sports de glace|Loisirs Vanier|Parc Louis-Latulippe|Parc Louis-Latulippe \ patinoire exterieure|Arrondissement des Rivieres|620, avenue Plante, Quebec (QC) G1M 3R5 |2015-03-02|2015-03-06|Jeudi|10:00:00|22:00:00
H2015|Hockey sur glace - Libre|Hockey sur glace|Sports de glace|Loisirs Vanier|Parc Louis-Latulippe|Parc Louis-Latulippe \ patinoire exterieure|Arrondissement des Rivieres|620, avenue Plante, Quebec (QC) G1M 3R5 |2014-12-08|2015-03-16|Mardi|16:00:00|22:00:00
E2015|Evenement special - Fete nationale|Evenement special|Evenement special|Loisirs et Sports Neufchatel inc.|Centre communautaire Charles-Auguste-Savard|Ecole primaire de l'Escabelle A \ gymnase simple|Arrondissement des Rivieres|2155, boulevard Bastien, Quebec (QC) G2B 1B8 |2015-06-24|2015-06-24|Mercredi|08:00:00|23:59:00
E2015|Evenement special - Fete nationale|Evenement special|Evenement special|Loisirs et Sports Neufchatel inc.|Centre communautaire Charles-Auguste-Savard|Parc Saint-Andre \ aire de jeux|Arrondissement des Rivieres|2155, boulevard Bastien, Quebec (QC) G2B 1B8 |2015-06-24|2015-06-24|Mercredi|08:00:00|23:59:00
E2015|Evenement special - Fete nationale|Evenement special|Evenement special|Loisirs et Sports Neufchatel inc.|Centre communautaire Charles-Auguste-Savard|Parc Saint-Andre \ terrain de balle - Savard|Arrondissement des Rivieres|2155, boulevard Bastien, Quebec (QC) G2B 1B8 |2015-06-24|2015-06-24|Mercredi|08:00:00|23:59:00
E2015|Evenement special - Festi-Parc|Evenement special|Evenement special|Loisirs et Sports Neufchatel inc.|Centre communautaire Charles-Auguste-Savard|Parc Saint-Andre \ patinoire exterieure 4 saisons|Arrondissement des Rivieres|2155, boulevard Bastien, Quebec (QC) G2B 1B8 |2015-08-13|2015-08-16|Samedi|18:00:00|23:59:00
E2015|Evenement special - Festi-Parc|Evenement special|Evenement special|Loisirs et Sports Neufchatel inc.|Centre communautaire Charles-Auguste-Savard|Centre comm. C.-A.-Savard \ p. salle SS-104-1|Arrondissement des Rivieres|2155, boulevard Bastien, Quebec (QC) G2B 1B8 |2015-08-13|2015-08-16|Vendredi|18:00:00|23:59:00
E2015|Evenement special - Festi-Parc|Evenement special|Evenement special|Loisirs et Sports Neufchatel inc.|Centre communautaire Charles-Auguste-Savard|Parc Saint-Andre \ aire de jeux|Arrondissement des Rivieres|2155, boulevard Bastien, Quebec (QC) G2B 1B8 |2015-08-13|2015-08-16|Vendredi|18:00:00|23:59:00
E2015|Evenement special - Festi-Parc|Evenement special|Evenement special|Loisirs et Sports Neufchatel inc.|Centre communautaire Charles-Auguste-Savard|Parc Saint-Andre \ aire de jeux|Arrondissement des Rivieres|2155, boulevard Bastien, Quebec (QC) G2B 1B8 |2015-08-13|2015-08-16|Samedi|08:00:00|23:59:00
E2015|Evenement special - Festi-Parc|Evenement special|Evenement special|Loisirs et Sports Neufchatel inc.|Centre communautaire Charles-Auguste-Savard|Parc Saint-Andre \ terrain de balle - Savard|Arrondissement des Rivieres|2155, boulevard Bastien, Quebec (QC) G2B 1B8 |2015-08-13|2015-08-16|Samedi|08:00:00|23:59:00
E2015|Evenement special - Festi-Parc|Evenement special|Evenement special|Loisirs et Sports Neufchatel inc.|Centre communautaire Charles-Auguste-Savard|Parc Saint-Andre \ terrain de balle - Savard|Arrondissement des Rivieres|2155, boulevard Bastien, Quebec (QC) G2B 1B8 |2015-08-13|2015-08-16|Dimanche|08:00:00|23:59:00
H2015|Basketball - Groupe communautaire|Basketball - Groupe communautaire|Sports et de plein air|Loisirs et Sports Neufchatel inc.|Centre communautaire Charles-Auguste-Savard|Centre comm. C.-A.-Savard \ gymnase simple SS109-2-3-4|Arrondissement des Rivieres|2155, boulevard Bastien, Quebec (QC) G2B 1B8 |2015-01-04|2015-03-29|Dimanche|08:00:00|11:00:00
H2015|Hockey interieur - Groupe communautaire|Hockey interieur - Groupe communautaire|Sports et de plein air|Loisirs et Sports Neufchatel inc.|Centre communautaire Charles-Auguste-Savard|Centre comm. C.-A.-Savard \ gymnase simple SS109-2-3-4|Arrondissement des Rivieres|2155, boulevard Bastien, Quebec (QC) G2B 1B8 |2015-01-14|2015-05-27|Mercredi|17:30:00|19:00:00
H2015|Club de marche Select|Club de marche|Activites physiques|Loisirs Montcalm inc (Les)|Centre des loisirs Montcalm|Centre des loisirs Montcalm|Arrondissement de La Cite-Limoilou|265, boulevard Rene-Levesque Ouest, Quebec (QC) G1R 2A7 |2015-01-14|2015-04-27|Mercredi|09:30:00|10:30:00
H2015|Conditionnement physique - programme PIED|Conditionnement physique - Programme PIED|Activites physiques|Centre des loisirs Saint-Sacrement inc.|Centre des loisirs Saint-Sacrement|Centre des loisirs Saint-Sacrement salle communautaire|Arrondissement de La Cite-Limoilou|1360, boulevard de l'Entente, Quebec (QC) G1S 2T9 |2015-01-13|2015-04-09|Mardi|13:30:00|14:30:00
H2015|Conditionnement physique - programme PIED|Conditionnement physique - Programme PIED|Activites physiques|Centre des loisirs Saint-Sacrement inc.|Centre des loisirs Saint-Sacrement|Centre des loisirs Saint-Sacrement salle communautaire|Arrondissement de La Cite-Limoilou|1360, boulevard de l'Entente, Quebec (QC) G1S 2T9 |2015-01-13|2015-04-09|Jeudi|13:30:00|15:00:00
P2015|Travailleurs de parc|Travailleurs de parc|Loisirs jeunesse|Loisirs Du Plateau de Charlesbourg inc.|Parc Maurice-Dorion|Parc Maurice-Dorion|Arrondissement de Charlesbourg|8815, avenue Jean-Paquin, Quebec (QC) G1G 4W7 |2015-05-05|2015-08-03|Jeudi|17:00:00|23:00:00
P2015|Patinage a roues alignees|Patinage a roues alignees|Sports et de plein air|Loisirs Du Plateau de Charlesbourg inc.|Parc Maurice-Dorion|Parc Maurice-Dorion|Arrondissement de Charlesbourg|8815, avenue Jean-Paquin, Quebec (QC) G1G 4W7 |2015-05-04|2015-11-06|Mercredi|08:00:00|22:00:00
H2015|Patinage libre|Patinage libre|Sports de glace|DCLVC de Beauport|Arena Gilles-Tremblay|Arena Gilles-Tremblay patinoire avec glace|Arrondissement de Beauport|1011, avenue Larue, Quebec (QC) G1C 1J5 |2015-01-03|2015-03-25|Samedi|15:00:00|16:20:00
H2015|Chant - Enseignement individuel|Chant|Arts de la scene|Loisirs Lebourgneuf inc.|Centre communautaire Lebourgneuf|Centre com. Lebourgneuf  \ studio musique C|Arrondissement des Rivieres|1650, boulevard La Morille, Quebec (QC) G2K 2L2 |2015-01-12|2015-05-15|Jeudi|00:01:00|00:02:00
H2015|Chant - Enseignement individuel|Chant|Arts de la scene|Loisirs Lebourgneuf inc.|Centre communautaire Lebourgneuf|Centre com. Lebourgneuf  \ studio musique C|Arrondissement des Rivieres|1650, boulevard La Morille, Quebec (QC) G2K 2L2 |2015-01-12|2015-05-15|Lundi|00:01:00|00:02:00
H2015|Activites sociales ainees - Bonheurs d'Occasions|Activites sociales ainees|Loisirs recreatifs|Loisirs Lebourgneuf inc.|Centre communautaire Lebourgneuf|Centre com. Lebourgneuf \ Salle mezzanine double|Arrondissement des Rivieres|1650, boulevard La Morille, Quebec (QC) G2K 2L2 |2015-01-10|2015-04-11|Mercredi|09:30:00|11:30:00
H2015|Musique - Instruments varies|Musique - Instruments varies|Arts de la scene|Loisirs Lebourgneuf inc.|Centre communautaire Lebourgneuf|Centre com. Lebourgneuf  \ studio musique C|Arrondissement des Rivieres|1650, boulevard La Morille, Quebec (QC) G2K 2L2 |2015-01-12|2015-05-16|Lundi|15:30:00|20:30:00
H2015|Musique - Instruments varies|Musique - Instruments varies|Arts de la scene|Loisirs Lebourgneuf inc.|Centre communautaire Lebourgneuf|Centre com. Lebourgneuf  \ studio musique B|Arrondissement des Rivieres|1650, boulevard La Morille, Quebec (QC) G2K 2L2 |2015-01-12|2015-05-16|Mercredi|15:30:00|20:30:00
P2015|Marche - Club|Marche - Club|Activites physiques|Loisirs Lebourgneuf inc.|Centre communautaire Lebourgneuf|Centre com. Lebourgneuf  \ Entree|Arrondissement des Rivieres|1650, boulevard La Morille, Quebec (QC) G2K 2L2 |2015-04-21|2015-06-18|Jeudi|13:00:00|14:30:00
P2015|Groupe de marche|Groupe de marche|Activites physiques|Corporation de loisirs secteur N.D.L.|Centre communautaire Bon-Pasteur|CC Bon-Pateur Salle Centre|Arrondissement de Charlesbourg|425, rue du Bienheureux-Jean-XXIII, Quebec (QC) G2N 1V4 |2015-04-01|2015-12-31|Mardi|09:00:00|10:00:00
H2015|Adolescents(es)|Adolescents(es)|Loisirs jeunesse|Maison des jeunes de Beauport Ouest|Parc La Ribambelle|Ecole la Ribambelle gymnase|Arrondissement de Beauport|333, rue Perroteau, Quebec (QC) G1C 5Z4 |2015-01-05|2015-06-20|Samedi|13:00:00|17:00:00
P2015|Bain libre - Piscine de l'ecole L'Odyssee|Bain libre - Piscine de l'ecole L'Odyssee|Activites aquatiques|DCLVC de La Haute-Saint-Charles|Ecole secondaire l'Odyssee|Ecole secondaire l'Odyssee - Piscine|Arrondissement de La Haute-Saint-Charles|1485, rue de l'Innovation, Quebec (QC) G3K 2P9 |2015-04-03|2015-06-19|Vendredi|19:30:00|20:55:00
H2015|Centre de jour Feu Vert|Centre de jour Feu Vert|Loisirs recreatifs|Centre de jour Feu Vert inc. (secteur Beauport)|Centre de loisirs La Sabliere|La Sabliere petite salle­|Arrondissement de Beauport|156, rue Bertrand, Quebec (QC) G1B 1H7 |2015-01-06|2015-06-26|Mercredi|08:30:00|15:30:00
P2015|Badminton - Groupe communautaire|Badminton - Groupe communautaire|Sports et de plein air|Loisirs et Sports Neufchatel inc.|Centre recreatif Apprenti-Sage|Centre recreatif Apprenti-Sage \ gymnase simple|Arrondissement des Rivieres|2200, rue Coursol, Quebec (QC) G2B 4Y4 |2015-04-28|2015-07-14|Mardi|18:15:00|19:15:00
P2015|Hockey interieur - Groupe communautaire|Hockey interieur - Groupe communautaire|Sports et de plein air|Loisirs et Sports Neufchatel inc.|Centre recreatif Apprenti-Sage|Centre comm. C.-A.-Savard \ gymnase simple SS109-2-3-4|Arrondissement des Rivieres|2200, rue Coursol, Quebec (QC) G2B 4Y4 |2015-05-01|2015-07-17|Vendredi|22:15:00|23:15:00
H2015|Hockey interieur - Groupe communautaire|Hockey interieur - Groupe communautaire|Sports et de plein air|Loisirs et Sports Neufchatel inc.|Centre recreatif Apprenti-Sage|Centre recreatif Apprenti-Sage \ gymnase simple|Arrondissement des Rivieres|2200, rue Coursol, Quebec (QC) G2B 4Y4 |2015-01-05|2015-04-13|Lundi|20:30:00|22:00:00
H2015|Hockey interieur - Groupe communautaire|Hockey interieur - Groupe communautaire|Sports et de plein air|Loisirs et Sports Neufchatel inc.|Centre recreatif Apprenti-Sage|Centre recreatif Apprenti-Sage \ gymnase simple|Arrondissement des Rivieres|2200, rue Coursol, Quebec (QC) G2B 4Y4 |2015-01-06|2015-04-21|Mardi|19:45:00|22:15:00
H2015|Alphabetisation|Alphabetisation|Programme d'aide|Maree des mots (La)|Centre de loisirs Pavillon Royal|Centre de loisirs Pavillon Royal salle de reunion|Arrondissement de Beauport|3365, chemin Royal, Quebec (QC) G1E 1W1 |2015-01-12|2015-06-19|Mercredi|09:00:00|16:00:00
H2015|Conditionnement physique|Conditionnement physique|Activites physiques|Club FADOQ Bonne-Entente inc.|Centre de loisirs Saint-Benoit|Salle polyvalente RC10-01|Arrondissement Sainte-Foy-Sillery-Cap-Rouge|909, boulevard Pie-XII, Quebec (QC) G1X 3T4 |2015-01-12|2015-06-18|Lundi|10:45:00|11:45:00
H2015|Conditionnement physique - P.I.E.D.|Conditionnement physique - P.I.E.D.|Activites physiques|Loisirs Duberger-Les Saules inc.|Centre communautaire Elzear-Turcotte|Centre Elzear-Turcotte \ moyenne salle 03|Arrondissement des Rivieres|2455, boulevard Central, Quebec (QC) G1P 3N9 |2015-01-15|2015-04-02|Jeudi|10:15:00|11:45:00
H2015|Conditionnement physique - P.I.E.D.|Conditionnement physique - P.I.E.D.|Activites physiques|Loisirs Duberger-Les Saules inc.|Centre communautaire Elzear-Turcotte|Centre Elzear-Turcotte \ moyenne salle 03|Arrondissement des Rivieres|2455, boulevard Central, Quebec (QC) G1P 3N9 |2015-01-13|2015-03-31|Mardi|10:15:00|11:45:00
P2015|Bain libre - Piscine de l'ecole L'Odyssee|Bain libre - Piscine de l'ecole L'Odyssee|Activites aquatiques|DCLVC de La Haute-Saint-Charles|Ecole secondaire l'Odyssee|Ecole secondaire l'Odyssee - Bassin principal|Arrondissement de La Haute-Saint-Charles|1485, rue de l'Innovation, Quebec (QC) G3K 2P9 |2015-04-03|2015-06-19|Jeudi|20:15:00|21:25:00
H2015|Bains libres \ familiaux|Bains libres - Pour familles|Activites aquatiques|YWCA Quebec|Y.W.C.A|Y.W.C.A. piscine|Arrondissement de La Cite-Limoilou|855, avenue Holland, Quebec (QC) G1S 3S5 |2015-01-06|2015-06-19|Mardi|10:30:00|11:30:00
P2015|Aquaforme avance|Aquaforme|Activites aquatiques|YWCA Quebec|Y.W.C.A|Y.W.C.A. piscine|Arrondissement de La Cite-Limoilou|855, avenue Holland, Quebec (QC) G1S 3S5 |2015-04-28|2015-06-16|Mardi|18:00:00|18:55:00
